     qtr, qtr_win,id,  l_ult3m,  l_ult5m,  l_ult9m, l_ult13m, l_ugt13m,      u_q,      Xjf,      Yjf, data_qtr,data_qtr3,
     703,     103, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.0195,   0.0031,  -4.1468,  -0.6399,
     704,     104, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.0175,   0.0103,  -4.1947,  -0.6281,
     705,     105, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.0609,   0.0299,  -4.1272,  -0.6039,
     706,     106, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.0908,  -0.0523,  -4.1082,  -0.6816,
     707,     107, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.2463,   0.0092,  -3.9637,  -0.6155,
     708,     108, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.2858,  -0.1055,  -3.9350,  -0.7256,
     709,     109, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.3655,  -0.0652,  -3.8662,  -0.6807,
     710,     110, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.4354,  -0.1640,  -3.8073,  -0.7749,
     711,     111, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.4790,  -0.2153,  -3.7745,  -0.8216,
     712,     112, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.4443,  -0.2587,  -3.8202,  -0.8605,
     713,     113, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.3497,  -0.2371,  -3.9257,  -0.8344,
     714,     114, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.2135,  -0.1750,  -4.0728,  -0.7676,
     715,     115, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.2080,  -0.0770,  -4.0892,  -0.6651,
     716,     116, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.2332,  -0.0919,  -4.0750,  -0.6754,
     717,     117, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.2559,  -0.1103,  -4.0631,  -0.6892,
     718,     118, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.2515,  -0.1460,  -4.0785,  -0.7204,
     719,     119, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.1635,  -0.1378,  -4.1774,  -0.7075,
     720,     120, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.0266,  -0.0756,  -4.3784,  -0.6408,
     721,       1, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.2791,   0.2123,  -3.2870,  -0.9243,
     722,       2, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.2136,   0.0917,  -3.2220,  -1.0447,
     723,       3, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.1597,   0.1046,  -3.1685,  -1.0316,
     724,       4, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.0927,   0.0519,  -3.1020,  -1.0841,
